GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
72,2185.68,5012.29,6286.3,618.25,328.45,-289.02,-4520.45,-37212.35,1832.89,18369.47,-8152.02,241.54,-7388.48,-7910.48,-15298.96
73,2180.2,5118.06,6221.68,576.49,324.42,-306.88,-4498.23,-36919.51,1809.75,18344.92,-8442.38,241.16,-7149.11,-8201.22,-15350.33
74,2111.86,5101.09,6244.01,632.32,333.31,-268.96,-4516.77,-37067.95,1876.77,18432.69,-8295.48,241.4,-7121.61,-8054.08,-15175.7
75,2130.29,5056.64,6214.22,615.47,341.89,-285.12,-4567.44,-37066.61,1855.36,18375.99,-8243.5,238.82,-7329.31,-8004.68,-15333.99
76,2203.08,5143.48,6199.81,611.04,332.27,-294.37,-4465.46,-36865.46,1861.46,18278.52,-8435.28,240.51,-6995.62,-8194.76,-15190.38
77,2116.02,5069.86,6239.63,634.72,331.29,-259.78,-4543.65,-36757.47,1872.86,18354.25,-8493.84,236.15,-6942.27,-8257.68,-15199.95
78,2175.89,5045.1,6211.65,593.35,311.29,-255.42,-4493.29,-36712.94,1852.56,18308.1,-8526.23,243.97,-6963.72,-8282.25,-15245.98
79,2199.59,5066.75,6204.11,602.76,352.4,-309.4,-4490.29,-36853.64,1870.81,18298.68,-8428.82,243.36,-7058.23,-8185.46,-15243.69
80,2171.09,5025.25,6308.64,626.71,340.3,-305.74,-4413.57,-37055.38,1862.65,18412.55,-8343.32,244.49,-7027.51,-8098.83,-15126.35
81,2230.43,5085.36,6251.21,602.7,338.61,-276.79,-4476.43,-37054.22,1832.43,18304.85,-8317.54,241.88,-7161.85,-8075.65,-15237.5
82,2292.29,5029.93,6285.27,617.77,338.12,-288.52,-4512.2,-37015.4,1854.55,18439.99,-8362.22,243.51,-6958.19,-8118.71,-15076.9
83,2218.39,5083.21,6210.87,633.32,333.01,-305.95,-4499.01,-37037.03,1876.53,18398.25,-8270.07,240.92,-7088.41,-8029.15,-15117.57
84,2162.51,5149.58,6232.66,611.04,341.69,-274.12,-4536.68,-37003.1,1842.85,18342.51,-8294.18,241.61,-7131.06,-8052.57,-15183.63
85,2174.2,5056.68,6215.99,606.73,336.2,-325.39,-4448.55,-36984.94,1847.29,18289.01,-8299.69,245.61,-7232.79,-8054.08,-15286.87
86,2181.66,5095.69,6221.15,621.91,354.32,-276.41,-4532.74,-36749.9,1865.34,18235.28,-8468.7,243.59,-6983.69,-8225.11,-15208.8
87,2229.0,5017.04,6335.37,612.06,319.25,-277.13,-4452.22,-36784.16,1849.33,18351.58,-8566.35,245.36,-6799.88,-8320.99,-15120.87
88,2232.57,5095.67,6293.07,630.26,334.32,-288.55,-4501.45,-36630.08,1875.64,18308.29,-8685.8,245.53,-6650.26,-8440.27,-15090.53
89,2147.37,5056.17,6256.65,620.58,322.95,-292.98,-4554.95,-36731.29,1850.21,18389.45,-8586.88,239.15,-6935.85,-8347.73,-15283.58
90,2096.33,5140.48,6216.34,635.17,316.51,-285.6,-4515.84,-36801.42,1860.29,18317.58,-8462.58,245.84,-7020.15,-8216.74,-15236.89
91,2161.78,5122.85,6242.64,612.2,352.94,-278.98,-4536.55,-36628.62,1840.91,18325.59,-8642.19,242.15,-6785.26,-8400.05,-15185.3
92,2206.38,5025.9,6226.19,627.52,337.95,-322.49,-4489.12,-36765.93,1861.77,18377.47,-8588.47,242.54,-6914.36,-8345.93,-15260.29
93,2145.1,5162.02,6242.28,625.32,336.52,-290.24,-4584.79,-36791.56,1878.8,18428.89,-8532.82,239.63,-6847.66,-8293.19,-15140.85
94,2144.38,5071.58,6274.96,627.21,341.42,-282.23,-4565.03,-36766.79,1825.21,18406.2,-8571.64,240.02,-6923.09,-8331.61,-15254.7
95,2168.5,5202.85,6215.64,639.01,368.84,-311.54,-4557.24,-36708.37,1868.79,18331.56,-8548.34,242.22,-6781.96,-8306.12,-15088.08
96,2167.18,5148.91,6231.96,608.8,342.5,-277.0,-4559.42,-36760.6,1830.22,18286.62,-8482.67,242.58,-6980.83,-8240.09,-15220.93
97,2137.14,5028.93,6263.54,617.61,335.77,-288.16,-4470.96,-36757.48,1877.4,18423.21,-8628.88,244.52,-6833.01,-8384.36,-15217.37
98,2118.82,5147.7,6271.37,603.35,333.25,-312.2,-4515.59,-36707.72,1855.38,18361.69,-8645.32,243.01,-6843.94,-8402.31,-15246.25
99,2223.03,5032.78,6232.21,586.8,341.07,-289.91,-4533.93,-36646.31,1839.2,18267.85,-8581.34,245.14,-6947.21,-8336.2,-15283.41
100,2123.83,5051.04,6241.95,610.95,327.98,-319.35,-4537.59,-36666.44,1852.34,18379.55,-8591.31,243.9,-6935.75,-8347.42,-15283.16
101,2168.0,5139.18,6172.24,620.87,322.77,-293.44,-4506.59,-36552.0,1843.07,18353.88,-8704.44,244.07,-6732.02,-8460.37,-15192.39
102,2194.91,5061.09,6262.97,618.64,329.64,-272.91,-4546.02,-36727.96,1879.32,18379.59,-8589.89,242.14,-6820.74,-8347.75,-15168.48
